연번,업종명,업소명,소     재     지,전화번호
2762,일반음식점,행복한단홍갈비, 청주시 흥덕구 2순환로 1020  제3동 2층 (비하동),043 -236 -9996
2763,일반음식점,온정(청주흥덕시니어클럽), 청주시 흥덕구 가로수로1337번길 19  1층 (복대동),043 -237 -0228
2764,일반음식점,사이공스퀘어(강서점), 청주시 흥덕구 강서로 110  1층 108호 (강서동),043 -237 -0420
2765,일반음식점,하이벳수산, 청주시 흥덕구 청주역로 469  1층 (신촌동),043 -237 -0430
2766,일반음식점,토종맛집닭도리전문, 청주시 흥덕구 서경로24번길 10 (가경동  (1층)),043 -237 -0507
2767,일반음식점,송림부속구이, 청주시 흥덕구 풍산로25번길 13 (가경동),043 -237 -0607
2768,일반음식점,공주칼국수, 청주시 흥덕구 오송읍 만수길 31-2,043 -237 -0906
2769,일반음식점,죠스라이브호프, 청주시 흥덕구 서현동로 17 (강서동 6층),043 -237 -0930
2770,일반음식점,하늘재, 청주시 흥덕구 비하로12번길 61 (비하동 (1층)),043 -237 -1018
2771,일반음식점,리틀긴자, 청주시 흥덕구 2순환로 1004  제1동 2층 (비하동  롯데마트서청주점 푸드코트내),043 -237 -1205
2772,일반음식점,고마츠, 청주시 흥덕구 오송읍 오송생명3로 65-18,043 -237 -1220
2773,일반음식점,명품순두부 오송점, 청주시 흥덕구 오송읍 오송생명로 214  1층 102호,043 -237 -1881
2774,일반음식점,깜돈 가경점, 청주시 흥덕구 풍년로108번길 7-1  1층 (가경동),043 -237 -1888
2775,일반음식점,옥이수제만두, 청주시 흥덕구 청향로 16  1층 (비하동),043 -237 -1925
2776,일반음식점,주주별장, 청주시 흥덕구 대농로 17 (복대동 지웰시티1차상업시설 지하(B26 B30호)),043 -237 -2058
2777,일반음식점,위셰프(Ouichef), 청주시 흥덕구 2순환로 1098 (비하동  (2층)),043 -237 -2237
2778,일반음식점,홍해해물탕, 청주시 흥덕구 증안로34번길 27-5 (복대동 (1층)),043 -237 -2534
2779,일반음식점,정선해물찜.탕, 청주시 흥덕구 진재로47번길 32 (복대동 (1층)),043 -237 -2555
2780,일반음식점,강호동치킨678(청주가경점), 청주시 흥덕구 서현북로 72 (가경동  (1층)),043 -237 -2678
2781,일반음식점,우암꿀꿀이순대, 청주시 흥덕구 강내면 서부로 73  1층,043 -237 -2700
2782,일반음식점,츠바키, 청주시 흥덕구 진재로110번길 12  1층 (복대동),043 -237 -2828
2783,일반음식점,순남옥, 청주시 흥덕구 대농로 43  상업시설동 2층 215호 (복대동  신영지웰시티),043 -237 -2833
2784,일반음식점,도봉산갈비, 청주시 흥덕구 진재로47번길 18-2 (복대동),043 -237 -2880
2785,일반음식점,밀물포차, 청주시 흥덕구 진재로36번길 3-12  1층 (복대동),043 -237 -2988
2786,일반음식점,(주)자연밥상, 청주시 흥덕구 대농로 17 (복대동 신영지웰시티 1차 상업시설 216-2  217  218  219호(2층)),043 -237 -3007
2787,일반음식점,옛날국수, 청주시 흥덕구 복대로146번길 48  1층 103호 (복대동),043 -237 -3222
2788,일반음식점,봉구비어, 청주시 흥덕구 풍년로120번길 4 (가경동 (1층)),043 -237 -3300
2789,일반음식점,봉이족발보쌈, 청주시 흥덕구 증안로34번길 28-2 (복대동 (1층)),043 -237 -3337
2790,일반음식점,노란포장마차, 청주시 흥덕구 죽천로124번길 18 (복대동 외 1필지(1층)),043 -237 -3342
2791,일반음식점,팔팔문어전복탕, 청주시 흥덕구 2순환로 1094 (비하동  (1층)),043 -237 -3373
2792,일반음식점,담쟁이, 청주시 흥덕구 대신로73번길 9  2층 (복대동),043 -237 -3399
2793,일반음식점,비어락, 청주시 흥덕구 가경로149번길 1  2층 (가경동),043 -237 -3509
2794,일반음식점,범프리카 인생치킨 하복대점, 청주시 흥덕구 진재로15번길 18  1층 (복대동),043 -237 -3700
2795,일반음식점,포항토박이물회, 청주시 흥덕구 서현중로35번길 33 (가경동 (1층)),043 -237 -3707
2796,일반음식점,서현생고기, 청주시 흥덕구 서현중로35번길 45 (가경동 (1층)),043 -237 -3846
2797,일반음식점,청정돼지본점, 청주시 흥덕구 진재로31번길 30  1층 (복대동),043 -237 -4070
2798,일반음식점,피쉬&그릴, 청주시 흥덕구 가경로 9-22 (가경동 외 1필지  102호),043 -237 -5075
2799,일반음식점,포차어게인 하복대점, 청주시 흥덕구 2순환로1167번길 19 (복대동 (1층)),043 -237 -5157
2800,일반음식점,샤브쌈주머니, 청주시 흥덕구 진재로 91  2층 (복대동),043 -237 -5212
2801,일반음식점,청주오리촌, 청주시 흥덕구 강서로 45  1동 1층 (강서동),043 -237 -5292
2802,일반음식점,청주자율식당, 청주시 흥덕구 오송읍 오송생명8로 231  1층,043 -237 -5300
2803,일반음식점,기분좋은데이, 청주시 흥덕구 서현중로28번길 21 (가경동 (1층)),043 -237 -5354
2804,일반음식점,봉창이, 청주시 흥덕구 오송읍 오송생명로 220,043 -237 -5382
2805,일반음식점,배달해짬뽕 하세, 청주시 흥덕구 서현중로 60-1  1층 101-1호 (강서동),043 -237 -5391
2806,일반음식점,두끼니, 청주시 흥덕구 강내면 월곡길 16,043 -237 -5668
2807,일반음식점,진고개포차, 청주시 흥덕구 풍산로118번길 34 (복대동  (1층)),043 -237 -5744
2808,일반음식점,방실이포차, 청주시 흥덕구 가경동 1510번지 세원가경골아파트 상가동 지층7(지하1층) ,043 -237 -5982
2809,일반음식점,동대문떡볶이 동떡하복대점, 청주시 흥덕구 짐대로72번길 41  1층 105호 (복대동),043 -237 -6109
2810,일반음식점,프리카페&무한리필구이, 청주시 흥덕구 풍산로 28 (가경동 102  103호),043 -237 -6285
2811,일반음식점,다성식당, 청주시 흥덕구 오송읍 정중연제로 84,043 -237 -6528
2812,일반음식점,말자네약속다방, 청주시 흥덕구 청향로 6  1층 (비하동  3동),043 -237 -6606
2813,일반음식점,호아빈, 청주시 흥덕구 풍산로 15  2층 (가경동  2B-001호 2층일부),043 -237 -6611
2814,일반음식점,새나라치킨호프, 청주시 흥덕구 오송읍 오송가락로 235 (청원오송휴먼시아1단지 상가동 205호),043 -237 -7749
2815,일반음식점,실비집, 청주시 흥덕구 짐대로50번길 4-3  1층 (복대동),043 -237 -7778
2816,일반음식점,회앤조개, 청주시 흥덕구 월명로236번길 37  1층 (봉명동),043 -237 -7879
2817,일반음식점,굴국밥전문점, 청주시 흥덕구 풍년로 16-17 (가경동 111 112 113호(1층)),043 -237 -7922
2818,일반음식점,도란, 청주시 흥덕구 강내면 태성탑연로 396-16  1 2층,043 -237 -7942
2819,일반음식점,아도니스(ADONIS), 청주시 흥덕구 풍년로 170 (가경동 (2층)),043 -237 -8069
2820,일반음식점,남가네설악추어탕 한모둠순대국, 청주시 흥덕구 오송읍 오송생명5로 267-5,043 -237 -8233
2821,일반음식점,명동닭갈비.곱창전문점, 청주시 흥덕구 풍년로194번길 4  1층 (가경동),043 -237 -8295
2822,일반음식점,복돼지참숯구이, 청주시 흥덕구 오송읍 연제만수길 44,043 -237 -8788
2823,일반음식점,멘무샤메가폴리스점, 청주시 흥덕구 풍산로 15 (가경동 (2층 일부)),043 -237 -8811
2824,일반음식점,찬호네 잔치국수, 청주시 흥덕구 짐대로72번길 40 (복대동  (1층)),043 -237 -8886
2825,일반음식점,왕십리막창구이, 청주시 흥덕구 진재로 23 (복대동  (1층)),043 -237 -9233
2826,일반음식점,태양부양꼬치오송점, 청주시 흥덕구 오송읍 오송생명5로 267-8  1층 101호,043 -237 -9255
2827,일반음식점,1987 인생푸드, 청주시 흥덕구 신율로 87  상가동 1층 104 105호 (복대동  신라빌라),043 -237 -9282
2828,일반음식점,BHC청주지웰시티점, 청주시 흥덕구 진재로110번길 24-5  1층 (복대동),043 -237 -9291
2829,일반음식점,빅원치킨 복대점, 청주시 흥덕구 진재로31번길 26  1층 일부호 (복대동),043 -237 -9292
2830,일반음식점,굽돈 강서점, 청주시 흥덕구 가로수로1164번길 41-29  2층 202호 (강서동),043 -237 -9307
2831,일반음식점,바베큐파족, 청주시 흥덕구 복대로 130  1층 (복대동),043 -237 -9577
2832,일반음식점,피자프라텔로(하복대점), 청주시 흥덕구 강서로 108  2층 201호 (강서동),043 -237 -9580
2833,일반음식점,낮과밤, 청주시 흥덕구 짐대로42번길 4-3  1층 (복대동),043 -237 -9778
2834,일반음식점,원조로얄닭발, 청주시 흥덕구 경산로43번길 12  1층 (가경동),043 -237 -9847
2835,일반음식점,알장군, 청주시 흥덕구 죽천로 121  1층 (복대동),043 -237 -9892
2836,일반음식점,전설의똥, 청주시 흥덕구 짐대로72번길 41  1층 109호 (복대동),043 -237 -9919
2837,일반음식점,왕천파닭오송점, 청주시 흥덕구 오송읍 연제만수길 35,043 -237 -9996
2838,일반음식점,바다사랑, 청주시 흥덕구 짐대로 69  1층 (복대동),043 -238 -0078
2839,일반음식점,삼겹살찌개촌, 청주시 흥덕구 비하로 27  1층 (비하동  주건축물제1동),043 -238 -0168
2840,일반음식점,(주)에스와이컴퍼니 씨에이-에프이203로스터스, 청주시 흥덕구 대농로 39  LK트리플렉스 A동 1 2층 109호 205호 206호 (복대동),043 -238 -0203
2841,일반음식점,노마세야매운갈비, 청주시 흥덕구 진재로35번길 41-6 (복대동 (1층)),043 -238 -0292
2842,일반음식점,홈런매점, 청주시 흥덕구 진재로109번길 17  2층 (복대동),043 -238 -0404
2843,일반음식점,사이공스퀘어(지웰점), 청주시 흥덕구 대농로 70  1층 (복대동),043 -238 -0420
2844,일반음식점,청담동말자하복대점, 청주시 흥덕구 진재로19번길 4 (복대동 (1층)),043 -238 -0434
2845,일반음식점,엄마밥상, 청주시 흥덕구 복대로162번길 2-5 (복대동  (1층)),043 -238 -0440
2846,일반음식점,명가삼겹살 해장국, 청주시 흥덕구 복대로 235 (복대동),043 -238 -0486
2847,일반음식점,꼬막태, 청주시 흥덕구 대신로73번길 81 (복대동  (1층)),043 -238 -0511
2848,일반음식점,육전, 청주시 흥덕구 진재로15번길 7 (복대동 (1층)),043 -238 -0661
2849,일반음식점,우정각, 청주시 흥덕구 오송읍 연제길 9,043 -238 -0722
2850,일반음식점,장수소머리곰탕, 청주시 흥덕구 오송읍 오송가락로 375  2동 1층,043 -238 -0808
2851,일반음식점,육하원칙(복대점), 청주시 흥덕구 진재로109번길 21 (복대동  (1층)),043 -238 -0990
2852,일반음식점,수라채그릴, 청주시 흥덕구 진재로109번길 44 (복대동 (1층)),043 -238 -1000
2853,일반음식점,정원뜰, 청주시 흥덕구 죽천로 89  2층 (복대동),043 -238 -1001
2854,일반음식점,두리식당, 청주시 흥덕구 오송읍 운주산로 120  부1동 1층,043 -238 -1002
2855,일반음식점,애슐리W청주지웰시티점, 청주시 흥덕구 대농로 43  506호 (복대동  신영지웰시티1차상업시설상업시설동 5층),043 -238 -1031
2856,일반음식점,용우동오송점, 청주시 흥덕구 오송읍 오송생명로 186 (오송프라자 111호),043 -238 -1128
2857,일반음식점,충돈 생삼겹살, 청주시 흥덕구 오송읍 오송생명5로 267-3  1층 105  106호,043 -238 -1158
2858,일반음식점,행복푸드, 청주시 흥덕구 진재로1번길 6  1층 (복대동),043 -238 -1173
2859,일반음식점,고향촌국밥, 청주시 흥덕구 가로수로1154번길 6-2  1층 (비하동),043 -238 -1221
2860,일반음식점,용왕갑오징어, 청주시 흥덕구 진재로1번길 24  1층 (복대동),043 -238 -1253
2861,일반음식점,샹웬, 청주시 흥덕구 오송읍 만수길 18  1층,043 -238 -1668
2862,일반음식점,소호오목점, 청주시 흥덕구 충대로 8  1층 (복대동),043 -238 -1868
2863,일반음식점,라퓨타, 청주시 흥덕구 오송읍 오송생명5로 179  9층 901호,043 -238 -2008
2864,일반음식점,제이제이, 청주시 흥덕구 오송읍 만수길 14-4,043 -238 -2030
2865,일반음식점,신선차이나, 청주시 흥덕구 오송읍 오송4길 5,043 -238 -2050
2866,일반음식점,닥스버블, 청주시 흥덕구 2순환로1050번길 8-1 (비하동 (2층)),043 -238 -2121
2867,일반음식점,카페드림(Cafe Dream), 청주시 흥덕구 비하로9번길 14  1층 (비하동),043 -238 -2126
2868,일반음식점,더빈컨벤션2, 청주시 흥덕구 강내면 학천길 5  3층,043 -238 -2222
2869,일반음식점,더빈컨벤션3, 청주시 흥덕구 강내면 학천길 5  주건축물 (주2)제2동 지하1층 일부호,043 -238 -2222
2870,일반음식점,좋은사람들연탄구이, 청주시 흥덕구 진재로109번길 26 (복대동  (1층)),043 -238 -2279
2871,일반음식점,밀애칼국수, 청주시 흥덕구 오송읍 연제길 3-4,043 -238 -2321
2872,일반음식점,호수가든, 청주시 흥덕구 오송읍 연제1길 24-41,043 -238 -2550
2873,일반음식점,바다이야기, 청주시 흥덕구 오송읍 오송가락로 255-10,043 -238 -2592
2874,일반음식점,탐라화포집, 청주시 흥덕구 오송읍 오송생명3로 133,043 -238 -2811
2875,일반음식점,루시브런치카페, 청주시 흥덕구 오송읍 오송생명3로 65-18,043 -238 -3090
2876,일반음식점,보쌈한판, 청주시 흥덕구 진재로15번길 8 (복대동),043 -238 -3117
2877,일반음식점,신가향, 청주시 흥덕구 가경로149번길 27  1층 (가경동),043 -238 -3288
2878,일반음식점,꼬메아모르(Comme Amour), 청주시 흥덕구 가로수로1164번길 41-34  2층 (강서동),043 -238 -3344
2879,일반음식점,처갓집양념치킨(강서점), 청주시 흥덕구 서현중로 56 (강서동 (1층)),043 -238 -3382
2880,일반음식점,바베큐파족, 청주시 흥덕구 오송읍 연제길 14,043 -238 -3392
2881,일반음식점,주이와당쭈꾸미, 청주시 흥덕구 2순환로 1092  주1동 1층 (비하동),043 -238 -3393
2882,일반음식점,3692(삼육식당), 청주시 흥덕구 진재로109번길 33  1층 일부(오른쪽)호 (복대동),043 -238 -3692
2883,일반음식점,명품식당, 청주시 흥덕구 진재로 141  대농지구 롯데캐슬시티 116호 (복대동),043 -238 -3733
2884,일반음식점,킹왕짱 떡볶이, 청주시 흥덕구 오송읍 만수2길 12,043 -238 -3836
2885,일반음식점,맥주뚜껑, 청주시 흥덕구 진재로15번길 18  2층 (복대동),043 -238 -3881
2886,일반음식점,투다리오송점, 청주시 흥덕구 오송읍 오송생명로 206-13,043 -238 -3891
2887,일반음식점,곤지암할매소머리국밥, 청주시 흥덕구 강내면 가로수로 640-8,043 -238 -3938
2888,일반음식점,아람보쌈족발, 청주시 흥덕구 강내면 태성탑연로 448-4  주건축물제1동 1층,043 -238 -3949
2889,일반음식점,울엄마양평해장국, 청주시 흥덕구 가경로 127 (가경동 외 2필지(1층)),043 -238 -4007
2890,일반음식점,산마루, 청주시 흥덕구 가경로 171 (가경동  (1층)),043 -238 -4422
2891,일반음식점,소문난순대국, 청주시 흥덕구 풍년로160번길 34 (가경동),043 -238 -5466
2892,일반음식점,고집야식, 청주시 흥덕구 신율로118번길 6 (복대동),043 -238 -5670
2893,일반음식점,신참떡볶이, 청주시 흥덕구 오송읍 오송생명로 196  1층,043 -238 -5949
2894,일반음식점,THE CRAFT(더크래프트), 청주시 흥덕구 오송읍 만수길 20-1  주건축물제1동 1층,043 -238 -5982
2895,일반음식점,투다리하복대점, 청주시 흥덕구 증안로54번길 38-2 (복대동 (1층)),043 -238 -6162
2896,일반음식점,디초콜릿커피지웰시티점, 청주시 흥덕구 대농로 48 (복대동  LK타워 101-1 101-2 102 103 201호 (1~2층)),043 -238 -6231
2897,일반음식점,본죽강내점, 청주시 흥덕구 강내면 태성탑연로 452,043 -238 -6233
2898,일반음식점,맛깔참죽, 청주시 흥덕구 풍년로 16-25 (가경동  (1층) 105호),043 -238 -6245
2899,일반음식점,트래블트렁크, 청주시 흥덕구 진재로109번길 19  1층 (복대동),043 -238 -6766
2900,일반음식점,송촌보쌈, 청주시 흥덕구 오송읍 만수길 4,043 -238 -7004
2901,일반음식점,북문로떡볶이 가경점, 청주시 흥덕구 풍년로 16-17  로데오프라자동 1층 108호 (가경동),043 -238 -7108
2902,일반음식점,비락, 청주시 흥덕구 오송읍 오송생명3로 31  2층 205 206호 (두산위브센티움판매시설),043 -238 -7545
2903,일반음식점,김영희강남동태찜오송점, 청주시 흥덕구 오송읍 오송생명3로 137-1,043 -238 -7738
2904,일반음식점,오렌지치킨, 청주시 흥덕구 2순환로1050번길 36  생활편익시설 2동 1층 5호 (비하동  362 효성2차아파트),043 -238 -7887
2905,일반음식점,화통치킨, 청주시 흥덕구 가경동 1510번지 세원아파트 상가동 109호,043 -238 -7997
2906,일반음식점,울릉도, 청주시 흥덕구 풍년로 182-1  1층 (가경동),043 -238 -8453
2907,일반음식점,만성각, 청주시 흥덕구 경산로 40 (가경동 (1층)),043 -238 -8855
2908,일반음식점,깐부치킨청주지웰시티점, 청주시 흥덕구 대농로 70  1층 107호 (복대동),043 -238 -8892
2909,일반음식점,야채꽃월남쌈플러스, 청주시 흥덕구 대농로 70  8층 802호 (복대동),043 -238 -9233
2910,일반음식점,미쳐버린파닭, 청주시 흥덕구 강내면 월곡길 16,043 -238 -9247
2911,일반음식점,청아식당, 청주시 흥덕구 오송읍 가로수로 184,043 -238 -9320
2912,일반음식점,생어거스틴청주점, 청주시 흥덕구 대농로 70  2층 203호 (복대동),043 -238 -9898
2913,일반음식점,만인손짜장, 청주시 흥덕구 오송읍 미호천길 998  1층,043 -238 -9977
2914,일반음식점,돌다리, 청주시 흥덕구 오송읍 연제길 111,043 -238 -9980
2915,일반음식점,토종장수옻닭, 청주시 흥덕구 진재로109번길 17 (복대동),043 -238 -9989
2916,일반음식점,호식이두마리치킨(비하점), 청주시 흥덕구 청향로9번길 4 (비하동  (1층)),043 -238 -9995
2917,일반음식점,인생고기 청주점, 청주시 흥덕구 진재로 115 (복대동  (1층)),043 -239 -0036
2918,일반음식점,통큰밥상, 청주시 흥덕구 서경로12번길 1 (가경동 (1층)),043 -239 -0092
2919,일반음식점,고봉민김밥오송점, 청주시 흥덕구 오송읍 오송생명로 186 (오송프라자 102호),043 -239 -0990
2920,일반음식점,한솥도시락충북오송점, 청주시 흥덕구 오송읍 오송생명로 196  1층,043 -239 -1113
2921,일반음식점,극한돼지, 청주시 흥덕구 진재로31번길 1 (복대동 1층),043 -239 -1155
2922,일반음식점,달인꼬막포차, 청주시 흥덕구 진재로28번길 5-2 (복대동 (1층)),043 -239 -1616
2923,일반음식점,오송왕만두, 청주시 흥덕구 오송읍 오송가락로 255-16  1층 101호,043 -239 -1881
2924,일반음식점,개성집, 청주시 흥덕구 오송읍 오송생명로 169  1층,043 -239 -2345
2925,일반음식점,자연애곤드레, 청주시 흥덕구 오송읍 오송가락로 255-8 (102호),043 -239 -3116
2926,일반음식점,돌다리삼계탕, 청주시 흥덕구 오송읍 오송생명3로 145,043 -239 -3434
2927,일반음식점,돈우먼삼겹살, 청주시 흥덕구 죽천로89번길 12  1층 (복대동),043 -239 -4599
2928,일반음식점,목아옥식당, 청주시 흥덕구 가로수로1346번길 4-1  1층 (복대동),043 -239 -4646
2929,일반음식점,송도횟집, 청주시 흥덕구 복대로 124  1층 (복대동),043 -239 -4785
2930,일반음식점,맛있는영자씨네, 청주시 흥덕구 오송읍 만수길 15,043 -239 -5552
2931,일반음식점,(주)윈체스트(WINCHEST CO.  LTD) 돈키호테, 청주시 흥덕구 풍산로 15  3층 3C-001호 (가경동),043 -239 -5678
2932,일반음식점,여담, 청주시 흥덕구 강내면 태성탑연로 448-4  1층 일부호,043 -239 -6232
2933,일반음식점,놀이터, 청주시 흥덕구 서현중로36번길 4 (가경동 (2층)),043 -239 -6699
2934,일반음식점,경아두마리치킨가경점, 청주시 흥덕구 2순환로1375번길 21  청주가경6주공아파트 상가동 1층 102호 (가경동),043 -239 -6868
2935,일반음식점,돈까스이야기, 청주시 흥덕구 오송읍 오송생명로 186  1층 (오송프라자 116 117 118호),043 -239 -7179
2936,일반음식점,꽃재약선보쌈족발, 청주시 흥덕구 풍년로 80 (가경동 (1층)),043 -239 -7722
2937,일반음식점,청주 곤드레 밥상, 청주시 흥덕구 동촌로 67-3  A동 1층 (서촌동),043 -239 -7771
2938,일반음식점,꿀꺽, 청주시 흥덕구 풍산로106번길 3 (복대동 (1층)),043 -239 -7788
2939,일반음식점,미다미식당, 청주시 흥덕구 가로수로1164번길 41-48 (강서동  경성하늘# 101호(1층)),043 -239 -7900
2940,일반음식점,BC800커피&티 복대점, 청주시 흥덕구 대신로 74  1층 (복대동),043 -239 -7942
2941,일반음식점,귀한자식 수제생통까스 강서으뜸점, 청주시 흥덕구 서현북로 50  1층 103호 (가경동),043 -239 -8080
2942,일반음식점,굽네치킨강서점, 청주시 흥덕구 서현북로 24  1층 (가경동),043 -239 -8292
2943,일반음식점,예찬만남식당, 청주시 흥덕구 직지대로 216-1 (지동동),043 -239 -8488
2944,일반음식점,홀인원, 청주시 흥덕구 진재로109번길 37 (복대동  (4층)),043 -239 -8855
2945,일반음식점,사리원, 청주시 흥덕구 오송읍 오송가락로 368,043 -239 -8878
2946,일반음식점,이비가짬뽕가경점, 청주시 흥덕구 가로수로1164번길 56  1층 (강서동),043 -239 -8899
2947,일반음식점,박군치킨 복대, 청주시 흥덕구 복대로118번길 16  삼일아파트11동 1층 2호 (복대동),043 -239 -9002
2948,일반음식점,초바초바 청주점, 청주시 흥덕구 대농로 39  3층 305호 (복대동  LK트리플렉스A동),043 -239 -9229
2949,일반음식점,머슴파전, 청주시 흥덕구 복대로 102 (복대동  세원아파트 상가 103호 104호(1층)),043 -239 -9992
2950,일반음식점,700비어 오송점, 청주시 흥덕구 오송읍 오송생명로 206,043 -2397-114
2951,일반음식점,커피N(coffee N), 청주시 흥덕구 직지대로 664-1  1층 (봉명동),043 -252 -5500
2952,일반음식점,엄가네시골집해장국, 청주시 흥덕구 월명로 277  1층 (송절동),043 -252 -5800
2953,일반음식점,유로코피자  족발맨 강내오송점, 청주시 흥덕구 강내면 탑연1길 11  1동 1층,043 -253 -0377
2954,일반음식점,대박쏭곱창, 청주시 흥덕구 사운로 269 (운천동 (1층)),043 -253 -5399
2955,일반음식점,(주)에스와이컴퍼니 씨에이-에프이203로스터스 충북대점, 청주시 흥덕구 내수동로 46  1 2층 (복대동),043 -254 -0203
2956,일반음식점,시골집, 청주시 흥덕구 과상미로83번길 5-1  1층 (봉명동),043 -254 -1127
2957,일반음식점,에피소드(강서점), 청주시 흥덕구 강서로 115  3층 301호 (강서동),043 -254 -9999
2958,일반음식점,할머니손맛 수라간, 청주시 흥덕구 강내면 탑연월곡길 85-1  1동 3층 일부호,043 -256 -0224
2959,일반음식점,오성당, 청주시 흥덕구 풍산로 55  1층 (가경동),043 -256 -7197
2960,일반음식점,왕천파닭(강서점), 청주시 흥덕구 서현동로 23  1층 103호 (강서동),043 -256 -9292
2961,일반음식점,가화, 청주시 흥덕구 사운로 242 (운천동 (1층)),043 -257 -7270
2962,일반음식점,청담동말자운천동점, 청주시 흥덕구 사운로 226 (운천동  (1층)),043 -260 -0035
2963,일반음식점,써니, 청주시 흥덕구 백봉로 213 (봉명동 (2층)),043 -260 -0226
2964,일반음식점,비에이치씨(BHC)치킨옥산점, 청주시 흥덕구 옥산면 청주역로 649  1층,043 -260 -0770
2965,일반음식점,김아저씨육개장전문점, 청주시 흥덕구 예체로167번길 12  1층 (봉명동),043 -260 -0799
2966,일반음식점,돼지식당, 청주시 흥덕구 덕암로17번길 37  1층 (봉명동),043 -260 -0888
2967,일반음식점,줄리의초대, 청주시 흥덕구 백봉로 175  3층 (봉명동),043 -260 -1828
2968,일반음식점,다이닝룸513, 청주시 흥덕구 내수동로42번길 65  1층 (복대동),043 -260 -2188
2969,일반음식점,봉명김밥, 청주시 흥덕구 1순환로 595  1층 (봉명동),043 -260 -2237
2970,일반음식점,또래오래9292치킨, 청주시 흥덕구 옥산면 청주역로 649-2,043 -260 -2296
2971,일반음식점,서가네낙지마을, 청주시 흥덕구 송절로 86  라동 1층 (봉명동),043 -260 -2332
2972,일반음식점,소식행, 청주시 흥덕구 과상미로9번길 102-22  사랑나눔교회 아동 1층 8호 (봉명동),043 -260 -2670
2973,일반음식점,소보양본가 봉명점, 청주시 흥덕구 직지대로 576  1층 (봉명동),043 -260 -2778
2974,일반음식점,청해, 청주시 흥덕구 내수동로12번길 6  1층 9호 (복대동  효성아파트상가동),043 -260 -2784
2975,일반음식점,로망, 청주시 흥덕구 흥덕로151번길 36  2층 (운천동),043 -260 -3502
2976,일반음식점,이박사식당, 청주시 흥덕구 직지대로 741 (운천동 (1층)),043 -260 -3619
2977,일반음식점,맘스(Mom'S) 비어, 청주시 흥덕구 옥산면 오산5길 11-5  1층,043 -260 -3736
2978,일반음식점,옥산해장국집, 청주시 흥덕구 옥산면 청주역로 670,043 -260 -3823
2979,일반음식점,피자스쿨, 청주시 흥덕구 옥산면 청주역로 651,043 -260 -3858
2980,일반음식점,한벽루 가든 염소마을, 청주시 흥덕구 옥산면 오산가좌로 137-20,043 -260 -4416
2981,일반음식점,한울분식식당, 청주시 흥덕구 옥산면 오산5길 1  1층 일부호,043 -260 -5233
2982,일반음식점,크레이지DCP, 청주시 흥덕구 장구봉로 139 (복대동 (1층)),043 -260 -5246
2983,일반음식점,금송, 청주시 흥덕구 옥산면 청주역로 667  A B C E F G동 1층,043 -260 -5262
2984,일반음식점,하루, 청주시 흥덕구 예체로167번길 3  1층 (봉명동),043 -260 -5503
2985,일반음식점,원조착한대박집, 청주시 흥덕구 주현로 14  1층 (봉명동),043 -260 -5580
2986,일반음식점,용만두전골, 청주시 흥덕구 옥산면 청주역로 637,043 -260 -5735
2987,일반음식점,행복식당, 청주시 흥덕구 옥산면 청주역로 659-1  1층,043 -260 -6988
2988,일반음식점,복지상회, 청주시 흥덕구 봉명로223번길 24  1층 (봉명동),043 -260 -8253
2989,일반음식점,토정순대, 청주시 흥덕구 월명로 37  1층 (봉명동),043 -260 -8311
2990,일반음식점,토속찌개마을, 청주시 흥덕구 사운로236번길 14-23 (운천동 (1층)),043 -260 -8804
2991,일반음식점,JJ(제이제이)호프, 청주시 흥덕구 옥산면 오송가락로 718  지하1층 (아트빌아파트상가동),043 -260 -8822
2992,일반음식점,만복식당, 청주시 흥덕구 옥산면 청주역로 667  A B C E F G동 1층,043 -260 -8862
2993,일반음식점,멕시카나봉명점, 청주시 흥덕구 과상미로 89 (봉명동),043 -260 -8999
2994,일반음식점,순수한이야기, 청주시 흥덕구 덕암로24번길 42-1  1층 (봉명동),043 -260 -9290
2995,일반음식점,참바다, 청주시 흥덕구 1순환로 544 (봉명동 (1층)),043 -260 -9600
2996,일반음식점,비파해물칼국수, 청주시 흥덕구 무심서로 937  1층 (송절동),043 -260 -9908
2997,일반음식점,이(e)칠순네밥상, 청주시 흥덕구 옥산면 오송가락로 551  1층,043 -260 -9997
2998,일반음식점,주식회사2, 청주시 흥덕구 봉명로 143  1층 (봉명동),043 -261 -7184
2999,일반음식점,뚱글이네순대, 청주시 흥덕구 성봉로 233 (복대동),043 -262 -0123
3000,일반음식점,리카페(LEE CAFE), 청주시 흥덕구 봉명로 140  1층 (봉명동),043 -262 -0242
3001,일반음식점,토정대가, 청주시 흥덕구 덕암로6번길 92 (봉명동 (2 3층)),043 -262 -0595
3002,일반음식점,청주직지해장국, 청주시 흥덕구 충대로 11  1층 (복대동),043 -262 -0677
3003,일반음식점,K(케이)쉐프, 청주시 흥덕구 흥덕로151번길 41  1층 (운천동),043 -262 -1002
3004,일반음식점,치킨포차, 청주시 흥덕구 옥산면 오송가락로 752  1층 1호 (옥산금정아파트),043 -262 -1214
3005,일반음식점,부엉이삼겹살, 청주시 흥덕구 1순환로565번길 22  1층 (봉명동),043 -262 -1217
3006,일반음식점,금호식당, 청주시 흥덕구 직지대로639번길 6 (봉명동),043 -262 -1250
3007,일반음식점,팔도분식, 청주시 흥덕구 신율로 105 (복대동 (1층)),043 -262 -1337
